gene	chr	strand	Num_TSS	Num_TES	TSS_pos	TES_pos
SH3BGRL3	chr1	+	1	1	26280086	26281521
SHC1	chr1	-	1	1	154970747	154962300
SHISA5	chr3	-	3	1	48473158	48467877
SHMT2	chr12	+	2	2	57229693	57234726
SIGMAR1	chr9	-	1	1	34637787	34634724
SIN3B	chr19	+	1	2	16829411	16851531
SINHCAF	chr12	-	2	2	31326128	31280588
SIRT6	chr19	-	1	1	4182547	4174110
SIVA1	chr14	+	2	1	104753183	104759653
SKA2	chr17	-	1	2	59155174	59111857
SKA3	chr13	-	1	1	21176547	21168120
SKIL	chr3	+	2	2	170357715	170396828
SKP1	chr5	-	2	4	134176950	134157474
SLBP	chr4	-	1	1	1712318	1692802
SLC16A1	chr1	-	1	1	112956195	112912355
SLC1A5	chr19	-	1	1	46788594	46774887
SLC20A1	chr2	+	1	1	112645939	112663821
SLC25A1	chr22	-	1	1	19178736	19175582
SLC25A11	chr17	-	2	2	4939943	4937313
SLC25A13	chr7	-	2	2	96322060	96120223
SLC25A17	chr22	-	2	1	40819361	40770088
SLC25A26	chr3	+	1	1	66221007	66378077
SLC25A3	chr12	+	2	2	98593686	98601707
SLC25A37	chr8	+	1	1	23528873	23572203
SLC25A38	chr3	+	2	1	39383422	39397121
SLC25A39	chr17	-	1	1	44324801	44319628
SLC25A5	chrX	+	1	1	119468445	119471310
SLC26A6	chr3	-	1	1	48635477	48625725
SLC27A5	chr19	-	1	1	58499224	58498339
SLC29A1	chr6	+	1	2	44223579	44234142
SLC2A1	chr1	-	1	3	42958868	42926159
SLC2A3	chr12	-	2	2	7919439	7919231
SLC2A8	chr9	+	2	1	127397201	127407665
SLC30A9	chr4	+	1	1	41990530	42087521
SLC31A1	chr9	+	2	2	113221588	113261098
SLC35A4	chr5	+	1	1	140564828	140569099
SLC35B1	chr17	-	1	1	49707920	49701328
SLC38A1	chr12	-	1	2	46269012	46187801
SLC38A2	chr12	-	1	2	46372773	46358191
SLC38A5	chrX	-	1	1	48469413	48458545
SLC39A1	chr1	-	1	1	153963522	153959113
SLC39A10	chr2	+	1	1	195586299	195737697
SLC39A14	chr8	+	1	2	22367277	22420052
SLC39A3	chr19	-	2	1	2740017	2732527
SLC39A8	chr4	-	1	1	102345483	102261667
SLC3A2	chr11	+	7	1	62880896	62888856
SLC4A1AP	chr2	+	1	1	27663889	27694964
SLC50A1	chr1	+	1	1	155135852	155138851
SLC52A2	chr8	+	2	1	144358613	144361268
SLC5A6	chr2	-	2	1	27211793	27199589
SLC7A3	chrX	-	1	1	70931096	70925588
SLC7A5	chr16	-	1	1	87869505	87830024
SLC7A8	chr14	-	1	1	23183660	23125302
SLC9A3R1	chr17	+	1	1	74748629	74769350
SLIRP	chr14	+	1	1	77708103	77717596
SLTM	chr15	-	2	2	58933599	58879427
SMAP1	chr6	+	1	2	70667918	70798666
SMARCA4	chr19	+	1	5	10961021	10996354
SMARCA5	chr4	+	2	2	143513702	143554368
SMARCB1	chr22	+	1	1	23786986	23834503
SMARCD1	chr12	+	1	2	50085352	50086346
SMARCE1	chr17	-	1	3	40647840	40628807
SMC1A	chrX	-	1	1	53422654	53377980
SMC3	chr10	+	2	1	110567716	110577915
SMC4	chr3	+	1	1	160399650	160417945
SMCO4	chr11	-	2	1	93543363	93478477
SMDT1	chr22	+	1	1	42079700	42083357
SMG5	chr1	-	1	1	156282807	156249226
SMIM10L1	chr12	+	1	1	11171207	11172272
SMIM12	chr1	-	3	1	34859778	34855048
SMIM19	chr8	+	1	1	42541640	42552976
SMIM20	chr4	+	2	1	25914248	25929810
SMIM26	chr20	+	1	1	18567432	18569557
SMIM3	chr5	+	2	1	150778757	150796732
SMIM30	chr7	-	1	1	113118554	113116865
SMIM4	chr3	+	1	1	52536605	52540523
SMIM7	chr19	-	1	2	16660132	16646569
SMPDL3B	chr1	+	1	1	27935029	27959149
SMS	chrX	+	1	1	21940741	21994834
SMU1	chr9	-	1	1	33076646	33046553
SMYD3	chr1	-	1	1	246507285	245749349
SMYD5	chr2	+	1	1	73214247	73227218
SNAP23	chr15	+	2	1	42495654	42533058
SNAP47	chr1	+	2	1	227735435	227781225
SNAPC5	chr15	-	3	1	66499606	66493832
SNAPIN	chr1	+	1	1	153658705	153661829
SND1	chr7	+	1	1	127652194	128092592
SNF8	chr17	-	1	1	48944785	48930397
SNHG1	chr11	-	1	1	62855885	62851991
SNHG14	chr15	+	4	6	24981994	24978572
SNHG15	chr7	-	1	1	44986617	44983026
SNHG16	chr17	+	2	2	76557769	76565345
SNHG17	chr20	-	1	1	38435320	38420592
SNHG19	chr16	-	1	1	2155335	2154805
SNHG25	chr17	+	2	1	64145970	64146307
SNHG29	chr17	+	1	2	16439037	16442016
SNHG3	chr1	+	1	2	28506046	28509633
SNHG5	chr6	-	1	5	85678733	85677084
SNHG6	chr8	-	1	2	66925541	66921997
SNHG8	chr4	+	2	1	118278758	118279821
SNHG9	chr16	+	2	1	1965016	1965501
SNORA10	chr16	-	2	1	1962531	1962063
SNORA13	chr5	+	1	1	112160864	112162306
SNORA21	chr17	-	1	1	38853739	38852612
SNORA24	chr4	+	2	1	118278758	118279821
SNORA26	chr4	+	3	2	52712504	52714136
SNORA31	chr13	-	1	2	45338726	45337180
SNORA33	chr6	+	2	2	132816561	132817563
SNORA3A	chr11	+	2	2	8682792	8685846
SNORA3B	chr11	+	1	3	8684004	8685846
SNORA52	chr11	+	3	1	809967	812874
SNORA57	chr11	+	1	1	62665312	62665708
SNORA64	chr16	-	1	1	1964826	1962063
SNORA65	chr9	-	1	3	127449621	127447678
SNORA67	chr17	+	1	4	7577617	7578623
SNORA70	chrX	+	6	1	154398377	154400912
SNORA78	chr16	+	2	1	1965059	1965501
SNORA7A	chr3	-	1	1	12841541	12839438
SNORD100	chr6	+	2	2	132816561	132817563
SNORD104	chr17	+	1	1	64145970	64146307
SNORD110	chr20	+	1	1	2652632	2654463
SNORD13	chr8	+	1	1	33513474	33513580
SNORD14A	chr11	-	1	1	17075473	17074394
SNORD14B	chr11	-	2	1	17077669	17074394
SNORD15B	chr11	+	2	1	75404147	75405688
SNORD18B	chr15	-	2	1	66503158	66500153
SNORD18C	chr15	-	2	2	66503158	66499329
SNORD24	chr9	+	1	2	133348222	133351423
SNORD32A	chr19	+	1	1	49489901	49491838
SNORD33	chr19	+	1	2	49489901	49492305
SNORD34	chr19	+	1	2	49489901	49492305
SNORD35A	chr19	+	2	2	49491070	49492305
SNORD35B	chr19	+	3	1	49496433	49499688
SNORD36A	chr9	+	1	1	133350016	133351423
SNORD36B	chr9	+	2	1	133348222	133351423
SNORD36C	chr9	+	1	1	133350016	133351423
SNORD37	chr19	-	1	2	3984222	3981412
SNORD38A	chr1	+	2	3	44777723	44778737
SNORD38B	chr1	+	3	2	44778006	44778737
SNORD42A	chr17	+	1	2	28722841	28723933
SNORD42B	chr17	+	1	1	28719991	28720786
SNORD46	chr1	+	1	1	44775574	44778038
SNORD49A	chr17	+	1	2	16439037	16442016
SNORD49B	chr17	+	1	1	16439037	16441209
SNORD4B	chr17	+	1	2	28722841	28723933
SNORD50B	chr6	-	1	5	85678733	85677084
SNORD51	chr2	+	1	2	206159895	206162925
SNORD54	chr8	-	4	1	56074508	56073058
SNORD58C	chr18	-	1	1	49489413	49488488
SNORD60	chr16	-	1	1	2155335	2154805
SNORD68	chr16	+	3	7	89560682	89563076
SNORD72	chr5	-	4	1	40834585	40832457
SNORD73A	chr4	+	1	1	151102980	151104636
SNORD83B	chr22	-	2	1	39314820	39312887
SNORD95	chr5	-	3	1	181243906	181241547
SNORD96A	chr5	-	2	1	181243906	181241547
SNRNP200	chr2	-	1	1	96305530	96274737
SNRNP25	chr16	+	1	1	53865	57447
SNRNP27	chr2	+	1	2	69893962	69904668
SNRNP35	chr12	+	1	1	123458171	123466389
SNRNP40	chr1	-	1	2	31296757	31259677
SNRNP70	chr19	+	2	1	49085458	49108600
SNRPA	chr19	+	1	1	40751196	40765387
SNRPA1	chr15	-	2	2	101295246	101281512
SNRPB	chr20	-	2	1	2470757	2461645
SNRPB2	chr20	+	1	1	16730029	16741218
SNRPC	chr6	+	1	1	34757514	34773788
SNRPD1	chr18	+	2	3	21612361	21629234
SNRPD2	chr19	-	1	1	45691941	45687462
SNRPD3	chr22	+	1	3	24555996	24572134
SNRPE	chr1	+	2	2	203861627	203870076
SNRPF	chr12	+	1	2	95859003	95866131
SNRPG	chr2	-	1	1	70293715	70281378
SNRPN	chr15	+	2	2	24954989	24978572
SNU13	chr22	-	2	2	41688825	41674817
SNURF	chr15	+	1	2	24954989	24978572
SNW1	chr14	-	1	1	77761156	77717603
SNX1	chr15	+	1	1	64096000	64138006
SNX17	chr2	+	1	1	27370620	27377126
SNX2	chr5	+	1	1	122775082	122830103
SNX3	chr6	-	1	1	108261040	108211514
SNX5	chr20	-	2	1	17968794	17941603
SNX6	chr14	-	1	1	34630140	34568651
SOCS1	chr16	-	1	1	11256204	11254418
SOD1	chr21	+	3	2	31659693	31668671
SON	chr21	+	1	2	33543062	33549573
SOX2	chr3	+	2	2	181711925	181713423
SOX2-OT	chr3	+	2	2	181711925	181713423
SOX4	chr6	+	3	6	21593751	21594119
SPAG16	chr2	+	1	1	213284464	213317963
SPAG5	chr17	-	1	1	28599015	28577576
SPAG7	chr17	-	1	1	4967813	4959228
SPARC	chr5	-	1	3	151686933	151662443
SPATC1L	chr21	-	1	1	46184450	46161161
SPATS2L	chr2	+	4	3	200306554	200416418
SPC25	chr2	-	1	1	168890430	168871390
SPCS1	chr3	+	1	1	52706118	52708166
SPCS2	chr11	+	1	2	74949279	74977732
SPDL1	chr5	+	1	2	169583788	169591214
SPG21	chr15	-	1	1	64989905	64963025
SPG7	chr16	+	1	1	89508403	89557758
SPIDR	chr8	+	1	1	47260955	47735911
SPINT1	chr15	+	1	1	40844177	40857654
SPINT1-AS1	chr15	-	1	1	40844393	40835995
SPINT2	chr19	+	4	2	38264873	38292448
SPNS1	chr16	+	1	1	28974792	28984540
SPOUT1	chr9	-	1	1	128829787	128822072
SPP1	chr4	+	1	2	87975714	87983325
SPRYD4	chr12	+	1	1	56468578	56470016
SPTBN1	chr2	+	1	1	54558383	54669673
SQLE	chr8	+	1	2	124998505	124999092
SQSTM1	chr5	+	1	1	179820904	179837252
SRA1	chr5	-	1	2	140557456	140550506
SRD5A3	chr4	+	1	1	55346242	55370300
SREK1	chr5	+	1	2	66144324	66175003
SREK1IP1	chr5	-	2	1	64768625	64741063
SRI	chr7	-	2	2	88220036	88206293
SRM	chr1	-	2	1	11060015	11054592
SRP14	chr15	-	1	3	40039147	40036044
SRP19	chr5	+	1	2	112861287	112867906
SRP68	chr17	-	1	1	76072502	76039108
SRP9	chr1	+	1	1	225777826	225790456
SRPK1	chr6	-	2	3	35921098	35834830
SRPRB	chr3	+	1	2	133805845	133820656
SRRM2	chr16	+	1	1	2752678	2771407
SRRT	chr7	+	1	1	100875111	100888664
SRSF1	chr17	-	1	1	58007246	58003495
SRSF10	chr1	-	1	4	23980327	23970379
SRSF11	chr1	+	3	3	70205724	70251998
SRSF2	chr17	-	1	2	76737332	76734119
SRSF3	chr6	+	2	5	36594364	36602780
SRSF4	chr1	-	1	1	29181883	29147747
SRSF5	chr14	+	1	3	69767142	69771056
SRSF7	chr2	-	1	2	38751359	38744894
SRSF9	chr12	-	2	1	120469668	120461675
SS18	chr18	-	1	1	26090613	26016255
SS18L2	chr3	+	1	1	42590876	42594988
SSB	chr2	+	1	2	169798871	169808864
SSBP1	chr7	+	2	1	141738371	141750457
SSNA1	chr9	+	1	1	137188676	137190363
SSR1	chr6	-	2	2	7313155	7287570
SSR2	chr1	-	1	1	156020925	156009055
SSR3	chr3	-	1	2	156555107	156543007
SSR4	chrX	+	2	1	153794672	153798498
SSSCA1	chr11	+	1	2	65570477	65571761
SSU72	chr1	-	3	2	1574843	1541674
ST13	chr22	-	1	3	40856625	40826138
ST20	chr15	-	2	2	79923668	79898907
ST20-MTHFS	chr15	-	3	5	79897008	79845042
ST5	chr11	-	2	1	8699031	8693355
STAG3L4	chr7	+	1	1	67302653	67320403
STARD3NL	chr7	+	1	2	38178348	38230408
STARD7	chr2	-	1	1	96208827	96184867
STAU1	chr20	-	2	1	49188338	49113527
STC2	chr5	-	1	2	173328414	173317068
STEAP3	chr2	+	1	1	119223834	119265649
STIP1	chr11	+	2	1	64186171	64204538
STK25	chr2	-	1	2	241508585	241495022
STK26	chrX	+	1	1	132023302	132075941
STMN1	chr1	-	2	2	25906419	25900570
STMP1	chr7	+	1	4	135662514	135674445
STOML2	chr9	-	1	1	35103128	35099896
STRADA	chr17	-	2	1	63700126	63697817
STRAP	chr12	+	2	1	15882407	15903474
STT3A	chr11	+	1	1	125592867	125621055
STUB1	chr16	+	1	1	680410	682745
STX8	chr17	-	1	1	9575820	9250474
SUB1	chr5	+	1	5	32585571	32601329
SUCLA2	chr13	-	1	1	48001296	47942659
SUCLG1	chr2	-	2	1	84459239	84423530
SUGT1	chr13	+	2	2	52652836	52687853
SUMO1	chr2	-	1	2	202238566	202206484
SUMO2	chr17	-	1	4	75182959	75167731
SUMO3	chr21	-	1	2	44818062	44805619
SUN1	chr7	+	3	2	816647	895689
SUPT16H	chr14	-	1	5	21384019	21371881
SUPT4H1	chr17	-	1	2	58352169	58345912
SURF1	chr9	-	1	1	133356468	133351813
SURF2	chr9	+	1	1	133356578	133361156
SURF4	chr9	-	2	3	133376053	133361465
SURF6	chr9	-	1	2	133336188	133331015
SUV39H2	chr10	+	1	2	14878871	14904605
SVIP	chr11	-	1	1	22829801	22822917
SWI5	chr9	+	1	1	128276283	128288988
SYAP1	chrX	+	1	1	16719639	16760431
SYF2	chr1	-	1	2	25232485	25222688
SYNCRIP	chr6	-	4	1	85642924	85622647
SYNE4	chr19	-	1	1	36008777	36003315
SYNGR1	chr22	+	1	1	39349977	39377910
SYNGR2	chr17	+	1	1	78168581	78172719
SYNGR3	chr16	+	1	1	1992524	1994272
SYNJ2BP	chr14	-	1	1	70417041	70366502
SYNJ2BP-COX16	chr14	-	2	3	70359677	70326073
SYPL1	chr7	-	1	2	106112287	106090508
SYT6	chr1	-	1	1	114152922	114089293
SYVN1	chr11	-	1	1	65122134	65120633
TACC3	chr4	+	1	1	1721489	1745166
TACO1	chr17	+	1	1	63600895	63608364
TADA1	chr1	-	1	1	166876253	166856514
TADA3	chr3	-	1	1	9792435	9779976
TAF11	chr6	-	1	1	34888012	34877781
TAF12	chr1	-	3	1	28643085	28603099
TAF15	chr17	+	1	4	35809484	35743520
TAF1D	chr11	-	2	2	93741495	93730283
TAF6	chr7	-	1	1	100119354	100107079
TAF7	chr5	-	1	1	141320778	141318493
TAF9	chr5	-	1	1	69369520	69364744
TAF9B	chrX	-	1	1	78139641	78129751
TAGLN	chr11	+	3	1	117199373	117204760
TAGLN2	chr1	-	1	1	159925507	159918113
TALDO1	chr11	+	1	1	747441	765012
TARBP2	chr12	+	2	1	53501314	53506429
TARS	chr5	+	2	1	33441019	33468068
TATDN1	chr8	-	1	1	124539078	124488510
TAX1BP3	chr17	-	1	1	3668578	3662896
TBC1D7	chr6	-	1	2	13328538	13288155
TBCA	chr5	-	1	2	77776310	77691249
TBCB	chr19	+	2	1	36115485	36125940
TBCC	chr6	-	1	1	42746102	42744501
TBCCD1	chr3	-	1	1	186567328	186546341
TBCE	chr1	+	3	2	235328573	235343095
TBL3	chr16	+	1	1	1972055	1978683
TBPL1	chr6	+	1	1	133953224	133987484
TBRG4	chr7	-	1	1	45111697	45100103
TCEA1	chr8	-	2	1	54022287	53966559
TCEAL2	chrX	+	1	1	102125679	102127709
TCEAL3	chrX	+	1	1	103607912	103609926
TCEAL4	chrX	+	1	2	103585517	103587515
TCEAL8	chrX	-	1	2	103255139	103252996
TCEAL9	chrX	+	1	2	103356492	103358208
TCERG1	chr5	+	1	1	146447333	146469738
TCF25	chr16	+	2	1	89873592	89911378
TCN2	chr22	+	1	1	30607195	30627060
TCOF1	chr5	+	2	3	150357704	150400261
TCP1	chr6	-	2	2	159789602	159778955
TCTEX1D2	chr3	-	2	1	196318240	196291223
TDGF1	chr3	+	2	1	46577743	46582460
TEAD4	chr12	+	1	1	2959423	3040664
TEDC2	chr16	+	1	1	2460109	2464962
TEN1	chr17	+	1	1	75979271	76000582
TEN1-CDK3	chr17	+	1	1	75979271	76000582
TENT5B	chr1	-	1	1	27012849	27005024
TERF1	chr8	+	2	4	73008910	73046422
TET1	chr10	+	1	1	68560364	68632836
TEX10	chr9	-	1	1	100352939	100302086
TEX30	chr13	-	1	1	102773769	102766115
TFAM	chr10	+	1	2	58385423	58388248
TFB1M	chr6	-	2	1	155314460	155257666
TFDP2	chr3	-	1	1	142028626	141952492
TFG	chr3	+	1	1	100709361	100748963
TFRC	chr3	-	1	1	196082090	196049285
TGIF1	chr18	+	3	2	3450177	3458347
TGIF2-RAB5IF	chr20	+	1	4	36605784	36612553
THAP11	chr16	+	1	1	67842333	67844192
THAP7	chr22	-	1	1	21002116	20999774
THOC1	chr18	-	1	1	268045	214522
THOC3	chr5	-	1	1	175968237	175959533
THOC5	chr22	-	1	3	29553698	29554813
THOC6	chr16	+	1	2	3024035	3027749
THOC7	chr3	-	1	1	63863805	63833871
THOP1	chr19	+	2	1	2785537	2813590
THRAP3	chr1	+	1	1	36224447	36305354
THSD8	chr19	+	3	2	12806634	12813524
THY1	chr11	-	1	4	119423169	119418179
THYN1	chr11	-	1	1	134253338	134248286
TIMM10	chr11	-	1	1	57530754	57528637
TIMM10B	chr11	+	2	2	6481501	6483057
TIMM13	chr19	-	3	2	2427553	2426566
TIMM17A	chr1	+	1	2	201955503	201970348
TIMM17B	chrX	-	1	1	48897768	48893449
TIMM21	chr18	+	1	1	74148523	74158783
TIMM22	chr17	+	1	1	997129	1001630
TIMM23	chr10	+	1	1	45972503	46003732
TIMM44	chr19	-	3	1	7943666	7926719
TIMM50	chr19	+	1	2	39480849	39489921
TIMM8A	chrX	-	2	2	101348713	101346340
TIMM8B	chr11	-	1	1	112086756	112085150
TIMM9	chr14	-	1	2	58427174	58408747
TIMMDC1	chr3	+	1	2	119498567	119524055
TIMP1	chrX	+	3	1	47582439	47586788
TIPIN	chr15	-	1	1	66356703	66336838
TIPRL	chr1	+	1	2	168178962	168200204
TK1	chr17	-	1	1	78187047	78174092
TKT	chr3	-	3	6	53256022	53225657
TLCD1	chr17	-	1	1	28726214	28724352
TLE1	chr9	-	1	1	81689547	81583688
TLN1	chr9	-	1	2	35732139	35697339
TM2D2	chr8	-	1	1	38996498	38990805
TM2D3	chr15	-	1	1	101652374	101641851
TM7SF2	chr11	+	1	1	65111872	65116226
TM9SF2	chr13	+	2	2	99501472	99562810
TMA16	chr4	+	1	2	163494690	163520536
TMA7	chr3	+	1	2	48440276	48444036
TMBIM4	chr12	-	2	2	66169992	66137928
TMBIM6	chr12	+	1	4	49741557	49763001
TMCO1	chr1	-	1	1	165768868	165727540
TMED1	chr19	-	1	1	10836212	10832439
TMED10	chr14	-	1	2	75176612	75134248
TMED2	chr12	+	1	1	123584552	123598140
TMED3	chr15	+	2	1	79311124	79322840
TMED4	chr7	-	1	1	44582214	44578311
TMED9	chr5	+	2	1	177592203	177596096
TMEM101	chr17	-	1	1	44014965	44011189
TMEM11	chr17	-	1	1	21214161	21197956
TMEM115	chr3	-	2	1	50359488	50354760
TMEM125	chr1	+	1	1	43270689	43274001
TMEM126A	chr11	+	3	1	85648024	85656541
TMEM126B	chr11	+	1	2	85628602	85636497
TMEM134	chr11	-	1	1	67469233	67464359
TMEM138	chr11	+	1	1	61362389	61369206
TMEM141	chr9	+	1	1	136791344	136793256
TMEM147	chr19	+	1	1	35545630	35547524
TMEM14A	chr6	+	1	1	52671118	52686583
TMEM14C	chr6	+	4	1	10723095	10731119
TMEM160	chr19	-	2	1	47048624	47045910
TMEM161A	chr19	-	1	1	19138478	19119622
TMEM165	chr4	+	1	1	55395957	55426174
TMEM167A	chr5	-	1	2	83077352	83056660
TMEM177	chr2	+	1	1	119679201	119682116
TMEM179B	chr11	+	1	2	62787424	62790243
TMEM18	chr2	-	2	1	677406	669211
TMEM184B	chr22	-	1	1	38273005	38219326
TMEM189-UBE2V1	chr20	-	1	4	50113146	50081368
TMEM199	chr17	+	1	1	28357647	28361466
TMEM205	chr19	-	2	1	11346249	11342781
TMEM208	chr16	+	1	1	67227140	67229276
TMEM219	chr16	+	1	1	29962118	29973047
TMEM222	chr1	+	2	1	27322245	27336399
TMEM223	chr11	-	1	2	62792014	62790329
TMEM230	chr20	-	1	1	5113057	5099857
TMEM237	chr2	-	1	1	201642670	201623805
TMEM254	chr10	+	1	1	80078665	80092549
TMEM256	chr17	-	1	1	7404097	7402978
TMEM256-PLSCR3	chr17	-	1	2	7404097	7402978
TMEM258	chr11	-	1	1	61792588	61789131
TMEM50A	chr1	+	1	2	25338334	25360966
TMEM52	chr1	-	1	1	1919270	1917591
TMEM59	chr1	-	2	1	54053421	54032019
TMEM60	chr7	-	1	1	77798420	77793729
TMEM69	chr1	+	1	1	45688181	45694436
TMEM9	chr1	-	1	2	201154484	201134775
TMEM92	chr17	+	1	1	50274474	50279789
TMEM97	chr17	+	1	2	28319200	28328224
TMEM98	chr17	+	2	1	32928173	32941645
TMPO	chr12	+	1	3	98515611	98550310
TMSB10	chr2	+	3	2	84905656	84906670
TMSB15A	chrX	-	1	1	102516733	102513685
TMSB4X	chrX	+	4	2	12975110	12977224
TMUB1	chr7	-	1	1	151083483	151081088
TMX1	chr14	+	2	2	51240274	51256038
TMX2	chr11	+	1	1	57712593	57740972
TMX2-CTNND1	chr11	+	3	2	57741589	57743037
TNFRSF12A	chr16	+	1	1	3020368	3022378
TNIP2	chr4	-	1	1	2756327	2741665
TNNC1	chr3	-	1	1	52454041	52451102
TNNI3	chr19	-	2	1	55156790	55151772
TNNT1	chr19	-	2	1	55146930	55132832
TNPO1	chr5	+	1	2	72848138	72908946
TNRC6B	chr22	+	1	1	40177925	40335764
TOLLIP	chr11	-	1	1	1309623	1276629
TOMM20	chr1	-	2	2	235128831	235109345
TOMM22	chr22	+	1	1	38681975	38684482
TOMM34	chr20	-	1	1	44960382	44942219
TOMM5	chr9	-	1	2	37592582	37588417
TOMM6	chr6	+	1	1	41787695	41789894
TOMM7	chr7	-	1	1	22822785	22812974
TOP1	chr20	+	1	2	41028823	41124484
TOP1MT	chr8	-	1	1	143334876	143309363
TOP2A	chr17	-	2	2	40417881	40388527
TOR1A	chr9	-	1	2	129824134	129812944
TOR2A	chr9	-	1	1	127735294	127731525
TOR3A	chr1	+	1	1	179082070	179095992
TP53	chr17	-	1	1	7687489	7668422
TP53RK	chr20	-	1	1	46689436	46686647
TPD52	chr8	-	1	1	80171524	80036591
TPD52L2	chr20	+	1	1	63865329	63891535
TPGS1	chr19	+	1	1	507500	519651
TPGS2	chr18	-	1	3	36828804	36796074
TPI1	chr12	+	1	2	6867531	6870828
TPM1	chr15	+	4	5	63042747	63071911
TPM2	chr9	-	3	4	35689925	35682012
TPM3	chr1	-	2	2	154183187	154157072
TPM4	chr19	+	3	4	16076495	16103001
TPR	chr1	-	3	1	186375254	186313830
TPRKB	chr2	-	1	1	73737345	73729890
TPST2	chr22	-	2	1	26590104	26525774
TPT1	chr13	-	6	3	45341186	45337180
TPTEP2-CSNK1E	chr22	-	1	4	38336181	38291918
TPX2	chr20	+	2	2	31739290	31801800
TRA2A	chr7	-	1	2	23531976	23505006
TRA2B	chr3	-	2	3	185938014	185916749
TRABD	chr22	+	1	1	50185933	50199592
TRAF7	chr16	+	1	1	2155782	2176934
TRAFD1	chr12	+	1	1	112125560	112153603
TRAM1	chr8	-	1	2	70608303	70573446
TRAP1	chr16	-	1	1	3717539	3658038
TRAPPC1	chr17	-	1	1	7931946	7930351
TRAPPC2L	chr16	+	2	1	88857129	88861111
TRAPPC3	chr1	-	1	2	36149486	36136581
TRAPPC4	chr11	+	1	1	119018787	119023664
TRAPPC5	chr19	+	3	1	7680857	7682854
TRAPPC6A	chr19	-	1	1	45178237	45162935
TREX2	chrX	-	1	1	153470574	153447671
TRIAP1	chr12	-	1	1	120446381	120443965
TRIM24	chr7	+	1	1	138585100	138585580
TRIM27	chr6	-	1	2	28923985	28903837
TRIM28	chr19	+	3	1	58549215	58550715
TRIM33	chr1	-	1	1	114402767	114397621
TRIM39-RPP21	chr6	+	2	1	30345156	30346855
TRIML2	chr4	-	1	2	188109603	188109295
TRIP10	chr19	+	1	1	6739699	6751484
TRIP6	chr7	+	1	1	100867387	100873453
TRIR	chr19	-	1	1	12734663	12730641
TRMT1	chr19	-	1	1	13116740	13104907
TRMT10C	chr3	+	1	2	101561904	101565164
TRMT112	chr11	-	1	1	64317536	64316695
TRMT5	chr14	-	1	1	60981060	60975013
TRMU	chr22	+	1	1	46335733	46357337
TRNAU1AP	chr1	+	1	1	28553095	28577757
TRO	chrX	+	1	1	54920824	54931429
TRPM4	chr19	+	1	1	49210716	49211834
TRUB2	chr9	-	1	1	128322441	128309167
TSC22D1	chr13	-	1	1	44436848	44433527
TSC22D3	chrX	-	1	1	107717062	107713230
TSEN15	chr1	+	2	1	184051733	184095838
TSEN2	chr3	+	1	2	12484497	12533312
TSEN34	chr19	+	1	1	54191308	54193664
TSFM	chr12	+	1	1	57782787	57796736
TSG101	chr11	-	2	1	18526916	18480315
TSN	chr2	+	2	2	121755684	121767290
TSNAX	chr1	+	1	1	231528675	231566521
TSNAX-DISC1	chr1	+	1	1	231528675	231566521
TSPAN3	chr15	-	3	1	77071142	77046030
TSPAN6	chrX	-	1	3	100636725	100629694
TSPO	chr22	+	1	1	43151547	43163239
TSR1	chr17	-	1	1	2336443	2323583
TSR2	chrX	+	1	1	54440406	54445293
TSSC4	chr11	+	1	1	2400761	2403873
TSTA3	chr8	-	1	1	143617507	143612618
TSTD1	chr1	-	1	1	161038964	161037636
TTC1	chr5	+	1	2	160009137	160065540
TTC4	chr1	+	1	2	54715885	54742305
TTC5	chr14	-	1	1	20305951	20289144
TTI2	chr8	-	1	3	33513109	33498690
TUBA1A	chr12	-	1	1	49189080	49184804
TUBA1B	chr12	-	5	1	49131395	49127786
TUBA1C	chr12	+	1	1	49265082	49273331
TUBA4A	chr2	-	1	1	219253918	219250281
TUBB	chr6	+	3	4	30720352	30724574
TUBB2A	chr6	-	1	1	3157544	3153672
TUBB2B	chr6	-	2	2	3227653	3224498
TUBB3	chr16	+	1	1	89923342	89936089
TUBB4B	chr9	+	1	1	137241287	137243705
TUBB6	chr18	+	1	1	12308248	12326566
TUBG1	chr17	+	1	1	42609686	42615236
TUBGCP2	chr10	-	1	1	133308866	133279641
TUFM	chr16	-	1	1	28846335	28842788
TULP3	chr12	+	1	1	2877228	2889456
TUSC2	chr3	-	4	2	50328219	50325995
TUSC3	chr8	+	2	1	15540263	15764484
TWF2	chr3	-	2	1	52239096	52228616
TXLNG	chrX	+	1	2	16786483	16837674
TXN	chr9	-	3	3	110256561	110244022
TXN2	chr22	-	1	2	36481640	36467394
TXNDC12	chr1	-	2	1	52055191	52020134
TXNDC17	chr17	+	1	2	6641016	6643114
TXNDC9	chr2	-	1	1	99336333	99319026
TXNL1	chr18	-	2	2	56638592	56602826
TXNL4A	chr18	-	1	2	79988544	79973514
TXNRD1	chr12	+	2	4	104288925	104265899
TXNRD2	chr22	-	1	1	19881193	19875526
TYMS	chr18	+	2	1	657650	673492
U2SURP	chr3	+	1	2	143001602	143016966
UAP1	chr1	+	1	1	162561722	162599836
UBA1	chrX	+	1	1	47193829	47215127
UBA2	chr19	+	2	1	34428381	34469888
UBA3	chr3	-	1	1	69080366	69054732
UBA52	chr19	+	1	4	18571870	18575239
UBAP2	chr9	-	1	1	34048887	33921693
